,description,subtasks
390,"<Architect> Facing north, go forward for 4 steps, and place a purple block
<Architect> Place two purple blocks on top of the existing one.
<Architect> Skip one square and build a 3 blocks tall purple tower to the right of the existing one.
<Architect> In between the two towers, build a 6 blocks tall orange tower;
Break the first three blocks you placed.
<Architect> Place a blue block on top of the orange tower;
Place a block to the left and right of the blue block;
Break the middle blue block.
<Architect> Build a column of two yellow blocks between the two blue blocks. Destroy the bottom block.
<Architect> Place a blue block to the right of the rightmost blue block;
Place two blue blocks on top of that block;
Break the first block you placed.","[0, 5, 5], [1, 1, 1], 'skyeast', 'purple' && [1, 4, 4], [1, 1, 2], 'skyeast', 'purple' && [0, 6, 4], [1, 1, 3], 'skyeast', 'purple' && [3, 5, 4], [1, 1, 3], 'skyeast', 'orange' && [6, 4, 4], [1, 1, 1], 'skyeast', 'blue' && [6, 6, 4], [1, 1, 1], 'skyeast', 'blue' && [7, 5, 4], [1, 1, 1], 'skyeast', 'yellow' && [7, 7, 4], [1, 1, 2], 'skyeast', 'blue'"
391,"<Architect> Facing north, go forward for 4 steps, and place a purple block
<Architect> Place two purple blocks on top of the existing one.
<Architect> Skip one square and build a 3 blocks tall purple tower to the right of the existing one.
<Architect> In between the two towers, build a 6 blocks tall orange tower;
Break the first three blocks you placed.
<Architect> Place a blue block on top of the orange tower;
Place a block to the left and right of the blue block;
Break the middle blue block.
<Architect> Build a column of two yellow blocks between the two blue blocks. Destroy the bottom block.
<Architect> Place a blue block to the right of the rightmost blue block;
Place two blue blocks on top of that block;
Break the first block you placed.
<Architect> On top of the left purple tower place two blue blocks. Destroy the first block you placed.","[0, 5, 5], [1, 1, 1], 'skyeast', 'purple' && [1, 4, 4], [1, 1, 2], 'skyeast', 'purple' && [0, 6, 4], [1, 1, 3], 'skyeast', 'purple' && [3, 5, 4], [1, 1, 3], 'skyeast', 'orange' && [6, 4, 4], [1, 1, 1], 'skyeast', 'blue' && [6, 6, 4], [1, 1, 1], 'skyeast', 'blue' && [7, 5, 4], [1, 1, 1], 'skyeast', 'yellow' && [7, 7, 4], [1, 1, 2], 'skyeast', 'blue' && [4, 4, 4], [1, 1, 1], 'skyeast', 'blue'"
392,"<Architect> Facing north, go forward for 4 steps, and place a purple block
<Architect> Place two purple blocks on top of the existing one.
<Architect> Skip one square and build a 3 blocks tall purple tower to the right of the existing one.
<Architect> In between the two towers, build a 6 blocks tall orange tower;
Break the first three blocks you placed.
<Architect> Place a blue block on top of the orange tower;
Place a block to the left and right of the blue block;
Break the middle blue block.
<Architect> Build a column of two yellow blocks between the two blue blocks. Destroy the bottom block.
<Architect> Place a blue block to the right of the rightmost blue block;
Place two blue blocks on top of that block;
Break the first block you placed.
<Architect> On top of the left purple tower place two blue blocks. Destroy the first block you placed.
<Architect> Place one red block on top of the lowest blue block. To its left, place a blue block. Break the red block you first placed.","[0, 5, 5], [1, 1, 1], 'skyeast', 'purple' && [1, 4, 4], [1, 1, 2], 'skyeast', 'purple' && [0, 6, 4], [1, 1, 3], 'skyeast', 'purple' && [3, 5, 4], [1, 1, 3], 'skyeast', 'orange' && [6, 4, 4], [1, 1, 1], 'skyeast', 'blue' && [6, 6, 4], [1, 1, 1], 'skyeast', 'blue' && [7, 5, 4], [1, 1, 1], 'skyeast', 'yellow' && [7, 7, 4], [1, 1, 2], 'skyeast', 'blue' && [4, 4, 4], [1, 1, 1], 'skyeast', 'blue' && [5, 3, 4], [1, 1, 1], 'skyeast', 'blue'"
393,<Architect> Build a 3 blocks tall purple tower in the middle of the grid.,"[0, 5, 5], [1, 1, 3], 'skyeast', 'purple'"
394,"<Architect> Build a 3 blocks tall purple tower in the middle of the grid.
<Architect> Facing north, skip one square to the right of the purple tower and build another one of it.","[0, 5, 5], [1, 1, 3], 'skyeast', 'purple' && [0, 5, 5], [1, 1, 3], 'skyeast', 'purple'"
395,"<Architect> Build a 3 blocks tall purple tower in the middle of the grid.
<Architect> Facing north, skip one square to the right of the purple tower and build another one of it.
<Architect> Build a 6 blocks tall orange tower in between the two towers and then break the 3 bottom blocks.","[0, 5, 5], [1, 1, 3], 'skyeast', 'purple' && [0, 5, 5], [1, 1, 3], 'skyeast', 'purple' && [3, 4, 5], [1, 1, 3], 'skyeast', 'orange'"
396,"<Architect> Build a 3 blocks tall purple tower in the middle of the grid.
<Architect> Facing north, skip one square to the right of the purple tower and build another one of it.
<Architect> Build a 6 blocks tall orange tower in between the two towers and then break the 3 bottom blocks.
<Architect> Facing north, place a purple block in front of the bottom purple block of the left tower.","[0, 5, 5], [1, 1, 3], 'skyeast', 'purple' && [0, 5, 5], [1, 1, 3], 'skyeast', 'purple' && [3, 4, 5], [1, 1, 3], 'skyeast', 'orange' && [0, 3, 6], [1, 1, 1], 'skyeast', 'purple'"
397,"<Architect> Build a 3 blocks tall purple tower in the middle of the grid.
<Architect> Facing north, skip one square to the right of the purple tower and build another one of it.
<Architect> Build a 6 blocks tall orange tower in between the two towers and then break the 3 bottom blocks.
<Architect> Facing north, place a purple block in front of the bottom purple block of the left tower.
<Architect> Facing north, place a purple block in front of the right tower, then place another one to the right of that, then break the first block you placed.","[0, 5, 5], [1, 1, 3], 'skyeast', 'purple' && [0, 5, 5], [1, 1, 3], 'skyeast', 'purple' && [3, 4, 5], [1, 1, 3], 'skyeast', 'orange' && [0, 3, 6], [1, 1, 1], 'skyeast', 'purple' && [0, 6, 6], [1, 1, 1], 'skyeast', 'purple'"
398,"<Architect> Build a 3 blocks tall purple tower in the middle of the grid.
<Architect> Facing north, skip one square to the right of the purple tower and build another one of it.
<Architect> Build a 6 blocks tall orange tower in between the two towers and then break the 3 bottom blocks.
<Architect> Facing north, place a purple block in front of the bottom purple block of the left tower.
<Architect> Facing north, place a purple block in front of the right tower, then place another one to the right of that, then break the first block you placed.
<Architect> Facing north, place a blue block to the left of the middle orange block.","[0, 5, 5], [1, 1, 3], 'skyeast', 'purple' && [0, 5, 5], [1, 1, 3], 'skyeast', 'purple' && [3, 4, 5], [1, 1, 3], 'skyeast', 'orange' && [0, 3, 6], [1, 1, 1], 'skyeast', 'purple' && [0, 6, 6], [1, 1, 1], 'skyeast', 'purple' && [4, 3, 5], [1, 1, 1], 'skyeast', 'blue'"
399,"<Architect> Build a 3 blocks tall purple tower in the middle of the grid.
<Architect> Facing north, skip one square to the right of the purple tower and build another one of it.
<Architect> Build a 6 blocks tall orange tower in between the two towers and then break the 3 bottom blocks.
<Architect> Facing north, place a purple block in front of the bottom purple block of the left tower.
<Architect> Facing north, place a purple block in front of the right tower, then place another one to the right of that, then break the first block you placed.
<Architect> Facing north, place a blue block to the left of the middle orange block.
<Architect> Facing north, place a blue block to the left of the existing blue block, one block higher.","[0, 5, 5], [1, 1, 3], 'skyeast', 'purple' && [0, 5, 5], [1, 1, 3], 'skyeast', 'purple' && [3, 4, 5], [1, 1, 3], 'skyeast', 'orange' && [0, 3, 6], [1, 1, 1], 'skyeast', 'purple' && [0, 6, 6], [1, 1, 1], 'skyeast', 'purple' && [4, 3, 5], [1, 1, 1], 'skyeast', 'blue' && [5, 2, 5], [1, 1, 1], 'skyeast', 'blue'"
400,"<Architect> Build a 3 blocks tall purple tower in the middle of the grid.
<Architect> Facing north, skip one square to the right of the purple tower and build another one of it.
<Architect> Build a 6 blocks tall orange tower in between the two towers and then break the 3 bottom blocks.
<Architect> Facing north, place a purple block in front of the bottom purple block of the left tower.
<Architect> Facing north, place a purple block in front of the right tower, then place another one to the right of that, then break the first block you placed.
<Architect> Facing north, place a blue block to the left of the middle orange block.
<Architect> Facing north, place a blue block to the left of the existing blue block, one block higher.
<Architect> Facing north, place a blue block on top of the orange tower, then place a blue block to the left and right of it, now break the middle blue block.","[0, 5, 5], [1, 1, 3], 'skyeast', 'purple' && [0, 5, 5], [1, 1, 3], 'skyeast', 'purple' && [3, 4, 5], [1, 1, 3], 'skyeast', 'orange' && [0, 3, 6], [1, 1, 1], 'skyeast', 'purple' && [0, 6, 6], [1, 1, 1], 'skyeast', 'purple' && [4, 3, 5], [1, 1, 1], 'skyeast', 'blue' && [5, 2, 5], [1, 1, 1], 'skyeast', 'blue' && [6, 3, 5], [1, 1, 1], 'skyeast', 'blue' && [6, 5, 5], [1, 1, 1], 'skyeast', 'blue'"
401,"<Architect> Build a 3 blocks tall purple tower in the middle of the grid.
<Architect> Facing north, skip one square to the right of the purple tower and build another one of it.
<Architect> Build a 6 blocks tall orange tower in between the two towers and then break the 3 bottom blocks.
<Architect> Facing north, place a purple block in front of the bottom purple block of the left tower.
<Architect> Facing north, place a purple block in front of the right tower, then place another one to the right of that, then break the first block you placed.
<Architect> Facing north, place a blue block to the left of the middle orange block.
<Architect> Facing north, place a blue block to the left of the existing blue block, one block higher.
<Architect> Facing north, place a blue block on top of the orange tower, then place a blue block to the left and right of it, now break the middle blue block.
<Architect> Place two yellow blocks on top of the orange tower, then break the bottom yellow block.","[0, 5, 5], [1, 1, 3], 'skyeast', 'purple' && [0, 5, 5], [1, 1, 3], 'skyeast', 'purple' && [3, 4, 5], [1, 1, 3], 'skyeast', 'orange' && [0, 3, 6], [1, 1, 1], 'skyeast', 'purple' && [0, 6, 6], [1, 1, 1], 'skyeast', 'purple' && [4, 3, 5], [1, 1, 1], 'skyeast', 'blue' && [5, 2, 5], [1, 1, 1], 'skyeast', 'blue' && [6, 3, 5], [1, 1, 1], 'skyeast', 'blue' && [6, 5, 5], [1, 1, 1], 'skyeast', 'blue' && [7, 4, 5], [1, 1, 1], 'skyeast', 'yellow'"
402,"<Architect> Build a 3 blocks tall purple tower in the middle of the grid.
<Architect> Facing north, skip one square to the right of the purple tower and build another one of it.
<Architect> Build a 6 blocks tall orange tower in between the two towers and then break the 3 bottom blocks.
<Architect> Facing north, place a purple block in front of the bottom purple block of the left tower.
<Architect> Facing north, place a purple block in front of the right tower, then place another one to the right of that, then break the first block you placed.
<Architect> Facing north, place a blue block to the left of the middle orange block.
<Architect> Facing north, place a blue block to the left of the existing blue block, one block higher.
<Architect> Facing north, place a blue block on top of the orange tower, then place a blue block to the left and right of it, now break the middle blue block.
<Architect> Place two yellow blocks on top of the orange tower, then break the bottom yellow block.
<Architect> Facing north, place a blue block to the right of the rightmost blue block, then place 2 blue blocks on top of that, then break the first block you placed.","[0, 5, 5], [1, 1, 3], 'skyeast', 'purple' && [0, 5, 5], [1, 1, 3], 'skyeast', 'purple' && [3, 4, 5], [1, 1, 3], 'skyeast', 'orange' && [0, 3, 6], [1, 1, 1], 'skyeast', 'purple' && [0, 6, 6], [1, 1, 1], 'skyeast', 'purple' && [4, 3, 5], [1, 1, 1], 'skyeast', 'blue' && [5, 2, 5], [1, 1, 1], 'skyeast', 'blue' && [6, 3, 5], [1, 1, 1], 'skyeast', 'blue' && [6, 5, 5], [1, 1, 1], 'skyeast', 'blue' && [7, 4, 5], [1, 1, 1], 'skyeast', 'yellow' && [7, 6, 5], [1, 1, 2], 'skyeast', 'blue'"
403,"<Architect> In the middle of the grid, build a 3 blocks tall purple tower.","[0, 5, 5], [1, 1, 3], 'skyeast', 'purple'"
404,"<Architect> In the middle of the grid, build a 3 blocks tall purple tower.
<Architect> Facing north, skip a square to the right of the tower and build another 3 blocks tall purple tower.","[0, 5, 5], [1, 1, 3], 'skyeast', 'purple' && [0, 5, 6], [1, 1, 3], 'skyeast', 'purple'"
405,"<Architect> In the middle of the grid, build a 3 blocks tall purple tower.
<Architect> Facing north, skip a square to the right of the tower and build another 3 blocks tall purple tower.
<Architect> Build a 6 blocks tall orange tower in between the existing ones, then break the bottom 3 orange blocks.","[0, 5, 5], [1, 1, 3], 'skyeast', 'purple' && [0, 5, 6], [1, 1, 3], 'skyeast', 'purple' && [3, 4, 6], [1, 1, 3], 'skyeast', 'orange'"
406,"<Architect> In the middle of the grid, build a 3 blocks tall purple tower.
<Architect> Facing north, skip a square to the right of the tower and build another 3 blocks tall purple tower.
<Architect> Build a 6 blocks tall orange tower in between the existing ones, then break the bottom 3 orange blocks.
<Architect> Facing north, place a blue block to the left of the middle orange block.","[0, 5, 5], [1, 1, 3], 'skyeast', 'purple' && [0, 5, 6], [1, 1, 3], 'skyeast', 'purple' && [3, 4, 6], [1, 1, 3], 'skyeast', 'orange' && [4, 3, 6], [1, 1, 1], 'skyeast', 'blue'"
407,"<Architect> In the middle of the grid, build a 3 blocks tall purple tower.
<Architect> Facing north, skip a square to the right of the tower and build another 3 blocks tall purple tower.
<Architect> Build a 6 blocks tall orange tower in between the existing ones, then break the bottom 3 orange blocks.
<Architect> Facing north, place a blue block to the left of the middle orange block.
<Architect> Facing north, place a blue block on top of the orange tower, then place a blue block to the left and right of that, then break the first block you placed.","[0, 5, 5], [1, 1, 3], 'skyeast', 'purple' && [0, 5, 6], [1, 1, 3], 'skyeast', 'purple' && [3, 4, 6], [1, 1, 3], 'skyeast', 'orange' && [4, 3, 6], [1, 1, 1], 'skyeast', 'blue' && [6, 3, 6], [1, 1, 1], 'skyeast', 'blue' && [6, 5, 6], [1, 1, 1], 'skyeast', 'blue'"
408,"<Architect> In the middle of the grid, build a 3 blocks tall purple tower.
<Architect> Facing north, skip a square to the right of the tower and build another 3 blocks tall purple tower.
<Architect> Build a 6 blocks tall orange tower in between the existing ones, then break the bottom 3 orange blocks.
<Architect> Facing north, place a blue block to the left of the middle orange block.
<Architect> Facing north, place a blue block on top of the orange tower, then place a blue block to the left and right of that, then break the first block you placed.
<Architect> Stack two yellow blocks on top of the orange tower, break the bottom yellow block.","[0, 5, 5], [1, 1, 3], 'skyeast', 'purple' && [0, 5, 6], [1, 1, 3], 'skyeast', 'purple' && [3, 4, 6], [1, 1, 3], 'skyeast', 'orange' && [4, 3, 6], [1, 1, 1], 'skyeast', 'blue' && [6, 3, 6], [1, 1, 1], 'skyeast', 'blue' && [6, 5, 6], [1, 1, 1], 'skyeast', 'blue' && [7, 4, 6], [1, 1, 1], 'skyeast', 'yellow'"
